en 1.3. start:37 paragraphs:3, tables:0, lists:0
sr 7. start:796 paragraphs:0, tables:0, lists:0
en 7. start:525 paragraphs:1, tables:0, lists:0
sr 7.1. start:798 paragraphs:2, tables:0, lists:0
en 7.1. start:528 paragraphs:0, tables:1, lists:0
sr 7.2. start:804 paragraphs:3, tables:0, lists:0
en 7.2. start:535 paragraphs:0, tables:1, lists:0
sr 7.3. start:813 paragraphs:1, tables:0, lists:0
en 7.3. start:541 paragraphs:1, tables:1, lists:0
en 7.4. start:549 paragraphs:0, tables:1, lists:0
en 7.5. start:555 paragraphs:0, tables:1, lists:0
sr 8. start:817 paragraphs:1, tables:0, lists:0
en 8. start:562 paragraphs:0, tables:0, lists:0
en 8.1. start:564 paragraphs:1, tables:0, lists:0
en 8.1.1. start:571 paragraphs:10, tables:0, lists:0
en 8.1.2. start:613 paragraphs:5, tables:0, lists:0
en 8.1.3. start:629 paragraphs:17, tables:0, lists:0
en 8.1.4. start:699 paragraphs:1, tables:1, lists:0
en 8.1.5. start:709 paragraphs:17, tables:0, lists:0
en 8.1.6. start:771 paragraphs:17, tables:0, lists:0
en 8.1.7. start:827 paragraphs:8, tables:0, lists:0
en 8.1.8. start:855 paragraphs:7, tables:0, lists:0
en 8.1.9. start:877 paragraphs:14, tables:0, lists:1
en 8.1.10. start:927 paragraphs:6, tables:0, lists:0
en 8.1.11. start:958 paragraphs:12, tables:0, lists:0
en 8.1.12. start:1000 paragraphs:6, tables:0, lists:1
en 8.1.13. start:1036 paragraphs:5, tables:0, lists:1
en 8.1.14. start:1064 paragraphs:3, tables:0, lists:0
en 8.1.15. start:1073 paragraphs:6, tables:0, lists:0
en 8.2. start:1092 paragraphs:3, tables:1, lists:0
en 8.3. start:1107 paragraphs:3, tables:0, lists:0
en 8.3.1. start:1118 paragraphs:4, tables:0, lists:1
en 8.3.2. start:1134 paragraphs:3, tables:0, lists:0
en 8.3.3. start:1146 paragraphs:1, tables:0, lists:0
en 8.3.4. start:1154 paragraphs:4, tables:0, lists:1
en 8.3.5. start:1167 paragraphs:2, tables:0, lists:0
en 8.3.6. start:1175 paragraphs:1, tables:0, lists:0
en 8.4. start:1180 paragraphs:3, tables:0, lists:0
sr 9. start:822 paragraphs:1, tables:0, lists:0
en 9. start:1191 paragraphs:0, tables:0, lists:0
sr 9.1. start:825 paragraphs:3, tables:0, lists:0
en 9.1. start:1193 paragraphs:2, tables:0, lists:0
sr 9.2. start:835 paragraphs:2, tables:0, lists:0
en 9.2. start:1199 paragraphs:3, tables:0, lists:0
sr 9.3. start:842 paragraphs:1, tables:0, lists:0
en 9.3. start:1208 paragraphs:8, tables:0, lists:0
sr 9.4. start:847 paragraphs:1, tables:0, lists:0
en 9.4. start:1241 paragraphs:1, tables:0, lists:0
sr 9.5. start:852 paragraphs:1, tables:0, lists:0
en 9.5. start:1245 paragraphs:1, tables:0, lists:0
sr 10. start:856 paragraphs:1, tables:0, lists:0
en 10. start:1248 paragraphs:1, tables:0, lists:0
sr 10.1. start:859 paragraphs:1, tables:0, lists:0
en 10.1. start:1252 paragraphs:3, tables:0, lists:0
sr 10.2. start:865 paragraphs:1, tables:0, lists:0
en 10.2. start:1262 paragraphs:2, tables:0, lists:0
sr 10.3. start:870 paragraphs:1, tables:0, lists:0
en 10.3. start:1269 paragraphs:1, tables:0, lists:0
sr 10.4. start:875 paragraphs:1, tables:0, lists:0
en 10.4. start:1274 paragraphs:2, tables:0, lists:1
en 10.5. start:1287 paragraphs:2, tables:0, lists:0
sr 10.5. start:880 paragraphs:1, tables:0, lists:0
en 10.6. start:1294 paragraphs:2, tables:0, lists:0
en 10.7. start:1300 paragraphs:2, tables:0, lists:0
en 11. start:1308 paragraphs:1, tables:0, lists:0
en 11.1. start:1311 paragraphs:5, tables:3, lists:0
en 11.2. start:1372 paragraphs:3, tables:1, lists:0
en 11.3. start:1404 paragraphs:3, tables:1, lists:0
en 11.4. start:1430 paragraphs:2, tables:1, lists:0
en 11.5. start:1450 paragraphs:5, tables:2, lists:1
en 11.6. start:1481 paragraphs:2, tables:1, lists:0
en 11.7. start:1498 paragraphs:2, tables:1, lists:0
en 11.8. start:1515 paragraphs:2, tables:1, lists:0
en 11.9. start:1545 paragraphs:2, tables:1, lists:0
en 11.10. start:1608 paragraphs:2, tables:1, lists:0
en 11.11. start:1621 paragraphs:2, tables:1, lists:0
en 11.12. start:1643 paragraphs:8, tables:3, lists:2
en 11.13. start:1722 paragraphs:8, tables:4, lists:1
en 11.14. start:1803 paragraphs:4, tables:1, lists:1
en 11.15. start:1851 paragraphs:3, tables:1, lists:0
en 12. start:1871 paragraphs:0, tables:0, lists:0
en 12.1. start:1873 paragraphs:2, tables:0, lists:0
en 13. start:1882 paragraphs:1, tables:0, lists:0
